;verdienen;;verdiente;h. verdient;verdiene|verdienst|verdient|verdienen|verdient|verdienen;verben;keres (pénzt);3
der;Verdienst;;;;;nomen;kereset;3
der;Verkäufer;-;;;;nomen;eladó;3
die;Verkäuferin;nen;;;;nomen;eladónő;3
;verlieben;;verliebte;h. verliebt;verliebe|verliebst|verliebt|verlieben|verliebt|verlieben;verben;"szerelmes lesz; beleszeret vkibe";1|9
;verlieren;;verlor;h. verloren;verliere|verlierst|verliert|verlieren|verliert|verlieren;verben;"elveszt; elhagy";0
die;Verlobung;en;;;;nomen;eljegyzés;1|9
;verlogen;;;;;adjektive;"csaló; hazudozó; hazug";1
;vermählen;;vermählte;h. vermählt;vermähle|vermählst|vermählt|vermählen|vermählt|vermählen;verben;"egyesít; férjhez ad";1
;vernachlässigt;;;;;adjektive;elhanyagolt;1
;vernünftig;;;;;adjektive;"eszes; értelmes";1|2
;verschwenderisch;;;;;adjektive;"pazarló; költekező";1|3
;versorgen;;versorgte;h. versorgt;versorge|versorgst|versorgt|versorgen|versorgt|versorgen;verben;"ellát; gondoskodik";1|8
;verständnisvoll;;;;;adjektive;"megértő; együttérző";1
;verstecken;;versteckte;h. versteckt;verstecke|versteckst|versteckt|verstecken|versteckt|verstecken;verben;elrejt;0
der;Verwandte;n;;;;nomen;rokon;1
;verwitwet;;;;;adjektive;özvegy;1
;verwöhnen;;verwöhnte;h. verwöhnt;verwöhne|verwöhnst|verwöhnt|verwöhnen|verwöhnt|verwöhnen;verben;elkényeztet;1
;verzogen;;;;;adjektive;elkényeztetett;1
;viel;;;;;adjektive;sok;0
;voll;;;;;adjektive;"tele; telt";0
das;Vollkornbrot;e;;;;nomen;teljes kiörlésű kenyér;4|8
;vollschlank;;;;;adjektive;teltkarcsú;1|10
die;Vorhalle;n;;;;nomen;előcsarnok;7
der;Vorname;n;;;;nomen;keresztnév;1
;vorsichtig;;;;;adjektive;"óvatos; elővigyázatos";1
die;Vorspeise;n;;;;nomen;előétel;4
;vorstehend;;;;;adjektive;kiálló;1
der;Vorteil;e;;;;nomen;"előny; haszon";3
die;Vorwahl;en;;;;nomen;országhívó;0|6
der;Vorzug;Vorzüge;;;;nomen;előny;1
;wagemutig;;;;;adjektive;"merész; vakmerő";1
der;Waise;n;;;;nomen;árva;1
die;Wanderung;en;;;;nomen;"kirándulás; gyalogtúra";2|6
;warm;;;;;adjektive;meleg;0
;waschen;;wusch;h. gewaschen;wasche|wäschst|wäscht|waschen|wascht|waschen;verben;mos;0
;wechseln;;wechselte;h. gewechselt;wechsele|wechselst|wechselt|wechseln|wechselt|wechseln;verben;"cserél; változtat; változik";1
;weich;;;;;adjektive;"puha; lágy";0
das;Weihnachten;-;;;;nomen;karácsony;9
der;Weihnachtsabend;e;;;;nomen;karácsony este;9
der;Weihnachtsbaum;Weihnachtsbäume;;;;nomen;karácsonyfa;9
das;Weihnachtsgeschenk;e;;;;nomen;karácsonyi ajaándék;9|10
der;Weihnachtsmarkt;Weihnachtsmärkte;;;;nomen;karácsonyi vásár;9|10
die;Weihnachtsnacht;;;;;nomen;karácsony este;9
der;Wein;e;;;;nomen;bor;4
;weise;;;;;adjektive;bölcs;1
;weiß;;;;;adjektive;fehér;0
;weiterbilden;;bildete weiter;h. weitergebildet;bilde weiter|bildest weiter|bildet weiter|bilden weiter|bildet weiter|bilden weiter;verben;továbbképez;2|3
die;Weiterbildung;en;;;;nomen;továbbképzés;2|3
;weitläufig;;;;;adjektive;tágas;0
;welk;;;;;adjektive;"petyhüdt; löttyedt";1
;wellig;;;;;adjektive;hullámos;1
die;Welt;en;;;;nomen;világ;0|11
;wenden;;wandte;h. gewandt;wende|wendest|wendet|wenden|wendet|wenden;verben;"elfordít; megforgat";0
;wenig;;;;;adjektive;kevés;0
;werden;;wurde;i. geworden;werde|wirst|wird|werden|werdet|werden;verben;lesz;0
;witzig;;;;;adjektive;"vicces; szellemes";1|9
das;Wochenende;n;;;;nomen;hétvége;0|6|9
der;Wohnort;e;;;;nomen;lakhely;0
das;Wort;Wörter;;;;nomen;szó;0
;wortkarg;;;;;adjektive;"szófukar; szűkszavú";1
die;Wurst;Würste;;;;nomen;"hurka; kolbász";4
;würzen;;würzte;h. gewürzt;würze|würzt|würzt|würzen|würzt|würzen;verben;fűszerez;4
;würzig;;;;;adjektive;fűszeres;4
;zäh;;;;;adjektive;rágós;4
der;Zahn;Zähne;;;;nomen;fog;1|8
der;Zahnersatz;Zahnersätze;;;;nomen;fogpótlás;1|8
;zart;;;;;adjektive;"gyenge; törékeny; enyhe; finom";1
;zeitig;;;;;adjektive;"idejében; jókor";0
das;Zeugnis;se;;;;nomen;bizonyítvány;2
;zierlich;;;;;adjektive;kecses;1
der;Zimmermann;Zimmermänner;;;;nomen;"asztalos; ács";3
der;Zimt;e;;;;nomen;fahéj;4
der;Zirkel;-;;;;nomen;körző;2
die;Zitrone;n;;;;nomen;citrom;4
;zubereiten;;bereitete zu;h. zubereitet;bereite zu|bereitest zu|bereitet zu|bereiten zu|bereitet zu|bereiten zu;verben;"elkészít; előkészít";0|4
der;Zucker;-;;;;nomen;cukor;4|8
;zufrieden;;;;;adjektive;elégedett;1
die;Zukunft;;;;;nomen;jövő;0|2|3|11
der;Zuname;n;;;;nomen;vezetéknév;1
;zurückhaltend;;;;;adjektive;tartózkodó;1
;zuverlässig;;;;;adjektive;megbízható;1|3
;zuvorkommend;;;;;adjektive;"előzékeny; szolgálatkész";1|3
die;Zwiebel;n;;;;nomen;hagyma;4|10
der;Zwilling;e;;;;nomen;ikrek;1
